UUID;Name;Kategorie;Bezugsgroesse;Bezugseinheit;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;EstimatedThickness (kein genauer Wert!!);Ergänzt;Quelle;Anmerkungen;
6adf0159-37a0-47d0-86d4-54d193b1a3e1;SCHÜCO AWS 75.SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1,8204;qm;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.;;;;;;;;;Bezugsgröße und -einheit;"ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Das ist eine Standardfenstergröße; nur in m² nutzbar";;
8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;Aluminium-Rahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1;m;Aluminium-Rahmenprofil, pulverbeschichtet (m);;12,75;;;;1,02;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
66990642-726e-4483-abc3-d5d0b4d7a5e7;Aluminium-Flügelrahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1;m;Aluminium-Flügelrahmenprofil, pulverbeschichtet (m);;12,25;;;;0,98;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
dfa64bbb-dc8d-497b-9557-300416b8448f;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet (m);;17,875;;;;1,43;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
c1cacd2c-d98d-4795-84db-b567d25bb1ed;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet (m);;18,875;;;;1,51;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
1d2945e3-856e-4c5f-9894-e75bafad3a76;Pfosten/Riegelsystem aus Aluminium;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;qm;Pfosten-Riegel-System (Aluminium);;;;;;5,7;;;Bezugseinheit korrigiert (m²);Prozess-Datensatz: Dieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Aluminium ohne Verglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert. Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.;;
857ec105-07bd-4942-8b6a-4ecb6522f00d;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;0,06;qm;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;;;;;;5,25;;;Bezugsgröße und -einheit;"Prozess-Datensatz: Aluminiumprofile mit Ansichtsbreiten von 60 mm; Bautiefe 25 mm bis 300 mm. → 1m entspricht 0,06m²";;
fb529c2b-fd76-4645-91ee-e38b3cc234fb;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;0,05;qm;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;;;;;;4,99;;;Bezugsgröße und -einheit;"Prozess-Datensatz: Aluminiumprofile mit Ansichtsbreiten von 50 mm; Bautiefe 25 mm bis 300 mm. → 1 m entspricht 0,05 m²";;
0836552d-9796-47b6-b33b-12ec55050926;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;;57,875;;;;4,63;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Kälte- und hochwärmegedämmte Aluminiumkonstruktioen mit unterschiedlichen Bautiefen von 65 mm und 77 mm. Rahmenansichtsbreiten der Türen von 51,5 mm bis 200 mm. EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
c2f10adc-56b3-4fff-9a33-6134e7646740;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;;39,375;;;;3,15;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Rahmenansichtsbreiten der Fenster von 55 mm bis 225 mm, der Türen von 65 mm bis 75 mm .EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
b5db085c-fb09-4571-ae2b-594e2fc22baa;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;;39,125;;;;3,13;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Hochwärmegedämmte Aluminiumkonstruktioen mit einer Bautiefe von 75 mm. Rahmenansichtsbreiten der Fenster von 55 mm bis 225 mm, der Türen von 65 mm bis 75 mm . EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
9ae099db-6bd6-42ba-892f-f1e8cfb507ed;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;;40,625;;;;3,25;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Hochwärmegedämmte Aluminiumkonstruktioen mit einer Profilbautiefe bis 148 mm. Rahmenansichtsbreiten der Fenster von 35 mm bis 115 mm. EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
4127e60a-3c42-4076-83f5-5232b4ed642e;Holz-Blendrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;1;m;Holzfensterrahmen Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Blendrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 175 g pro laufenden Meter. Die Systemgrenze bildet das fertige Produkt am Werkstor.;;26,375;;;;2,11;;;Flächengewicht;"IV 68: Isolierverglasung 68 mm Bautiefe; Annahme 8 cm Breite (→ Dadurch Flächengewicht = Längengewicht/0,08m)";nicht umrechenbar auf m² oder m³;
318f08e0-1b04-49eb-ab16-531482cd75da;Holz-Flügelrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;1;m;Flügelrahmen Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Flügelrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 290 g pro laufenden Meter.;;26,375;;;;2,11;;;Flächengewicht;"IV 68: Isolierverglasung 68 mm Bautiefe; Annahme 8 cm Breite (→ Dadurch Flächengewicht = Längengewicht/0,08m)";nicht umrechenbar auf m² oder m³;
91ea177a-e65a-4fe2-ac2d-2f378a03e168;Flügelrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;1;m;Flügelrahmen PVC-U (m);;38,75;;;;3,1;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;nicht umrechenbar auf m² oder m³;
5e90e94d-6e79-4d9f-854c-fb33f15c033e;Blendrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;1;m;Blendrahmen PVC-U (m);;35;;;;2,8;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;nicht umrechenbar auf m² oder m³;
a60431a7-10aa-4106-bc7c-c6acb01ee9b3;Pfosten/Riegelsystem aus Stahl;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;1;qm;Pfosten-Riegel-System (Stahl);;;;;;;;;Bezugsgröße korrigiert;Prozess-Datensatz: Vordergrundsystem: Dieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Stahl ohne Verglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert. Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Der LCI- Datensatz berücksichtigt die Herstellung und die Montage aller Stahlbauteile sowie der Befestigungs- und Abdichtungsmaterialien. Transportprozesse für die Rohstoffe wurden berücksichtigt. Alle wichtigen Energie- und Stoffflüsse sind im System inbegriffen. Die Wirkungsbilanz der Produktionsanlagen und der Infrastruktur wurde im System nicht berücksichtigt. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.;;
00b700ef-2d55-4434-b91d-c97cc1f85d40;SCHÜCO ADS 75.SI;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;2,42;qm;Schüco ADS 75.SI B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 75.SI in spezifischer Abmessung 1100 mm x 2200 mm.;;;;;;;;;Bezugsgröße und -einheit;ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Nur in m² nutzbar;;
8db37c49-5e41-43b6-8c20-1bc646afda62;SCHÜCO ADS 80 FR 60;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;2,42;qm;Schüco ADS 80 FR 60 B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 80 FR 60 in spezifischer Abmessung 1100 mm x 2200 mm.;;;;;;;;;Bezugsgröße und -einheit;ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Nur in m² nutzbar;;
4d22a515-cfcc-4bcb-bbf9-a6e647bed9ab;Tür - Hörmann KG Eckelhausen - Haustür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Haustür;;47;;;;;;;;;Türen / Tore: ok in m²;
8526239b-fa75-4b15-b4d5-790f1a15bba6;Tür - Hörmann KG Eckelhausen - Rauchschutztür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Rauchschutztür;;41;;;;;;;;;Türen / Tore: ok in m²;
b9c08cf4-c6ad-4f12-bd5a-524c5a10ef51;Tür - Hörmann KG Eckelhausen - Feuerschutztür T30;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Feuerschutztür T30;;55;;;;;;;;;Türen / Tore: ok in m²;
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;;;;Türen / Tore: ok in m²;
81f26749-0b39-4eb5-9015-bbebae3c7413;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;;;;Türen / Tore: ok in m²;
4064c6df-dcc8-4a4f-9a67-207dd38398b2;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;;;;Türen / Tore: ok in m²;
2d10d549-e9de-4dbe-a732-4331fa2c5aaa;Tor - Lindab A/S - Sektionaltor LDP;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - Lindab A/S - Sektionaltor LDP;;19,7;;;;;;;;;Türen / Tore: ok in m²;
b6762ea6-ca6f-4039-ae9d-8e1f0a146632;Tor - Hörmann Legnica Sp. z o.o - Kipptor ET 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Kipptor ET 500;;36,1;;;;;;;;;Türen / Tore: ok in m²;
ffbf8bee-1796-4c5c-a815-41a1a8307de6;Tor - Hörmann Legnica Sp. z o.o - Schwingtor N 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Schwingtor N 500;;28,3;;;;;;;;;Türen / Tore: ok in m²;
ef35288f-66e7-4a7b-8f35-1a0a2edb5fef;Tür - Hörmann Legnica Sp. z o.o - Nebentür NT 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tür - Hörmann Legnica Sp. z o.o - Nebentür NT 500;;21,6;;;;;;;;;Türen / Tore: ok in m²;
d9184cba-f3ad-4ff0-9c71-90cc6e21fcb8;Tor - Hörmann Legnica Sp. z o.o - Sammelgaragentor ST 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Sammelgaragentor ST 500;;29;;;;;;;;;Türen / Tore: ok in m²;
2383b727-ea29-4030-991b-5179e784338b;Tor - Hörmann Legnica Sp. z o.o - Sporthallentor SP 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Sporthallentor SP 500;;28;;;;;;;;;Türen / Tore: ok in m²;
52db1ee8-72c2-4c45-97bd-21b9501c59be;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;;;;Türen / Tore: ok in m²;
973a5aa1-fc59-4048-98ca-a9d57290bf58;Tor - Teckentrup GmbH & Co. KG - Falttor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;;;;Türen / Tore: ok in m²;
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;Tor - Teckentrup GmbH & Co. KG - Schiebetor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;;;;Türen / Tore: ok in m²;
6e73328a-962a-43dc-9bbf-91cf6a315b42;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;;10,9;;;;;;;;;Türen / Tore: ok in m²;
4f73e527-0ca3-4d43-8686-1f18d3c6b426;Tor - Teckentrup GmbH & Co. KG - Industriesektionaltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Industriesektionaltor;;30,4;;;;;;;;;Türen / Tore: ok in m²;
083d5e15-abcd-45d6-91de-726a16b204f1;Tor - Teckentrup GmbH & Co. KG - Rolltor;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Rolltor;;36,3;;;;;;;;;Türen / Tore: ok in m²;
d8d9558c-e683-456f-8167-df390df76389;Tor - Lindab A/S - Sektionaltor LDC;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Lindab A/S - Sektionaltor LDC;;21,1;;;;;;;;;Türen / Tore: ok in m²;
039317ac-7393-41b2-b91f-7816db173d24;Tor - Lindab A/S - Sektionaltor LDI;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Lindab A/S - Sektionaltor LDI;;20,3;;;;;;;;;Türen / Tore: ok in m²;
24f9f8e0-423c-4fe3-a16a-7b93efae9421;Tür - Teckentrup GmbH & Co. KG - Multifunktionstür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tür - Teckentrup GmbH & Co. KG - Multifunktionstür;;44,1;;;;;;;;;Türen / Tore: ok in m²;
85c97417-a0fa-478e-b6e1-e26b097f78a3;Garagensectionaltor-Teckentrup-Stahl;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltor;;10,9;;;;;;;;;Türen / Tore: ok in m²;
2708d43f-7df7-4474-afae-cc86af429b4f;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;Komposite / Systembauteile / Decken;1;qm;Decke - HT Laborẋ⦊횥뗧↞ GmbH - Decke für Hygienebereiche;;8;;1;;;;;Schichtdicke;EPD: Deckenkassetten Material 1mm verzinktes Stahlblech;;https://www.ift-rosenheim.de/documents/10180/1807855/EPD-HSD-32.0.pdf/ba17de86-e64b-a22e-cfb8-759dcbab343a
f92dc986-1f9a-42e2-9dbb-3abc2499a1d1;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;Komposite / Systembauteile / Decken;1;qm;Bodensystem - HT Laborẋ⦊횥뗧↞ GmbH - Nasszellen-Boden;;45;;0,028;;;;;Schichtdicke;EPD: Zementgebundene Platte 28mm;;
d44f6388-8e62-4969-8e54-49a3a173f395;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Stahlblech-Paneelwand;;23;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
f696ab8a-9222-42d3-96c9-02da1c8694bc;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Glas-Paneelwand;;38;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
f5cc97d5-95a4-4649-954f-6345b53f454a;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;Komposite / Systembauteile / Innenwände;1;qm;Wandsystem - HT Laborẋ⦊횥뗧↞ GmbH - Fliesen-Paneelwand;;31;;0,03;;;;;Schichtdicke;"EPD: Plattenstärke 30 mm; Achtung: komplettes Wandsystem → complete interior wall";;
ce6e1839-54f9-42cd-ad20-940281e445dc;Getuftete Teppichfliesen LC1, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis;Kunststoffe / Bodenbeläge / Textile Bodenbeläge;1;qm;1 m² Bodenbelag Additional Info from Xml: Getuftete Teppichfliesen mit einem Polmaterial aus Polyamid PA 6 und einer Schwerbeschichtung auf Bitumenbasis mit einer textilen Abdeckung. Die Deklaration gilt für Produkte der Luxusklasse LC1.;;0,4;;;;;;;Flächengewicht;;;
e24a3ad6-9df3-4165-b8f0-393211a7838a;Rhepanol hfk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hfk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hfk mit einem rückseitigen Kunststoffvlies verstärkt. Herstellung: Die Herstellung der Rhepanol hfk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf einen Kalander gegeben, der die Bahn ausformt. In einem weiteren Prozessschritt wird in gleicher Weise die Oberfolie hergestellt und auf die bereits bestehende Unterfolie aufgebracht. Anschließend werden Kunststoffbahn und Polyestervlies kraftschlüssig zusammengefügt. Am Ende des Fertigungsprozesses erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk 1,5 mm.;;1934;;0,0015;;;517;;Schichtdicke ergänzt, Flächengewicht korrigiert;Aus der EPD: Gültigkeitsbereich: Die Deklaration gilt für die Dachbahn Rhepanol hfk mit der Dicke 1,5 mm, die in 68199 MannheimNeckarau gefertigt wird.;;
aa728ab7-e807-4cbf-9769-973a674cbe13;Rhepanol hfk-sk;Kunststoffe / Dachbahnen / PIB-Dachbahnen (Polyisobutylen);1;qm;1 m² Dachbahn Additional Info from Xml: Grundstoffe/Hilfsstoffe: Rhepanol hsk besteht aus einer Dichtschicht mit 50-65 % Polyisobutylen (PIB) und Copolymeren, 30-45 % Flammschutzmittel (Metallhydroxid) und funktionellen mineralogischen Zuschlagsstoffen, 2-10 % Titandioxid und 0,5-2,0 % Ruß und Additiven. Daneben ist Rhepanol hsk mit einer Glasvlies- und einer Kunststoffvlieseinlage verstärkt und enthält eine Selbstklebeschicht. Angaben variieren je nach Farbe, Kaschierung und Klebeschicht. Herstellungsprozess: Die Herstellung von Rhepanol hsk-Compounds erfolgt über einen kontinuierlich arbeitenden Kneter, in dem die einzelnen Rohstoffe zu einer homogenen Masse vermischt und anschließend granuliert werden. Das Granulat wird über einen weiteren Mischextruder sowie einen Walzenmischer auf den Kalander gegeben, der die Bahnen ausformt. Ein Dublierkalander führt dann jeweils zwei Kunststoffbahnen mit Glasvlies-, Kunststoffvlies und Selbstklebebeschichtung zusammen. Am Ende des Dublierkalanders erfolgt die Konfektionierung der Dachbahnen. Deklarierte Einheit: Die deklarierte Einheit ist 1 m² produzierte Dachbahn Rhepanol hfk-sk 1,5 mm.;;2139;;0,0015;;;468;;Schichtdicke ergänzt, Flächengewicht korrigiert;;;
b1ea7c10-4471-4485-95bf-7dc0a00025b6;Kraftpapier;Kunststoffe / Folien und Vliese / Baupappen;1;qm;Kraftpapier m2;;0,08;;;;;;;;Das Flächengewicht kann zwischen 40-135 g/m2 betragen;;
4bb6f0f6-178c-41e0-8700-bd597f23ccb8;Dampfbremse PA;Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;1;qm;Dampfbremse PA;;0,08;;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; ";
900336a3-b5f9-4c40-91a9-f9551f84ac64;PE-HD mit PP-Vlies zur Abdichtung;Kunststoffe / Folien und Vliese / Folien zur Abdichtung;1;qm;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;;;;"Diesen Datensatz kann man nur in m² nutzen; ";
